snapshot_date,product_id,store_id,stock_on_hand,reorder_point,lead_time_days
2024-11-30,P0031,S001,324,73,3
2024-11-30,P0031,S003,358,68,3
2024-11-30,P0031,S005,418,23,9
2024-11-30,P0031,S007,94,44,14
2024-11-30,P0031,S009,214,58,14
2024-11-30,P0031,S011,372,40,11
2024-11-30,P0031,S013,480,63,9
2024-11-30,P0031,S015,120,29,6
2024-11-30,P0031,S017,192,71,10
2024-11-30,P0034,S001,364,47,11
2024-11-30,P0034,S003,273,39,10
2024-11-30,P0034,S005,35,81,11
2024-11-30,P0034,S007,292,68,3
2024-11-30,P0034,S009,157,43,14
2024-11-30,P0034,S011,46,52,14
2024-11-30,P0034,S013,383,28,6
2024-11-30,P0034,S015,111,41,11
2024-11-30,P0034,S017,314,31,3
2024-11-30,P0037,S001,253,66,4
2024-11-30,P0037,S003,208,55,10
2024-11-30,P0037,S005,93,98,10
2024-11-30,P0037,S007,267,55,13
2024-11-30,P0037,S009,257,80,10
2024-11-30,P0037,S011,240,55,11
2024-11-30,P0037,S013,343,79,13
2024-11-30,P0037,S015,392,71,12
2024-11-30,P0037,S017,52,36,12
2024-11-30,P0040,S001,271,46,10
2024-11-30,P0040,S003,301,89,11
2024-11-30,P0040,S005,455,85,10
2024-11-30,P0040,S007,312,27,3
2024-11-30,P0040,S009,394,34,4
2024-11-30,P0040,S011,21,22,14
2024-11-30,P0040,S013,295,71,11
2024-11-30,P0040,S015,118,70,13
2024-11-30,P0040,S017,229,95,6
2024-11-30,P0043,S001,386,94,5
2024-11-30,P0043,S003,51,78,6
2024-11-30,P0043,S005,431,82,4
2024-11-30,P0043,S007,84,35,4
2024-11-30,P0043,S009,104,49,11
2024-11-30,P0043,S011,358,43,10
2024-11-30,P0043,S013,384,74,12
2024-11-30,P0043,S015,432,47,13
2024-11-30,P0043,S017,253,27,10
2024-11-30,P0046,S001,25,68,3
2024-11-30,P0046,S003,342,78,8
2024-11-30,P0046,S005,174,21,13
2024-11-30,P0046,S007,35,63,11
2024-11-30,P0046,S009,466,89,12
2024-11-30,P0046,S011,174,97,4
2024-11-30,P0046,S013,163,57,4
2024-11-30,P0046,S015,104,22,11
2024-11-30,P0046,S017,229,46,12
2024-11-30,P0049,S001,277,62,5
2024-11-30,P0049,S003,465,84,14
2024-11-30,P0049,S005,266,34,13
2024-11-30,P0049,S007,70,71,10
2024-11-30,P0049,S009,20,96,14
2024-11-30,P0049,S011,469,75,8
2024-11-30,P0049,S013,378,47,13
2024-11-30,P0049,S015,153,44,5
2024-11-30,P0049,S017,478,59,13
2024-11-29,P0001,S001,467,46,6
2024-11-29,P0001,S003,297,35,5
2024-11-29,P0001,S005,285,73,5
2024-11-29,P0001,S007,89,98,14
2024-11-29,P0001,S009,211,88,11
2024-11-29,P0001,S011,347,86,10
2024-11-29,P0001,S013,462,52,12
2024-11-29,P0001,S015,239,25,9
2024-11-29,P0001,S017,61,97,5
2024-11-29,P0004,S001,490,54,4
2024-11-29,P0004,S003,143,71,13
2024-11-29,P0004,S005,493,76,3
2024-11-29,P0004,S007,479,53,6
2024-11-29,P0004,S009,276,24,4
2024-11-29,P0004,S011,355,82,14
2024-11-29,P0004,S013,118,24,12
2024-11-29,P0004,S015,459,69,14
2024-11-29,P0004,S017,58,97,4
2024-11-29,P0007,S001,307,80,14
2024-11-29,P0007,S003,357,89,11
2024-11-29,P0007,S005,237,52,7
2024-11-29,P0007,S007,42,45,8
2024-11-29,P0007,S009,232,77,9
2024-11-29,P0007,S011,67,22,7
2024-11-29,P0007,S013,370,65,3
2024-11-29,P0007,S015,480,90,8
2024-11-29,P0007,S017,499,54,6
2024-11-29,P0010,S001,499,81,11
2024-11-29,P0010,S003,53,73,9
2024-11-29,P0010,S005,206,38,3
2024-11-29,P0010,S007,248,79,5
2024-11-29,P0010,S009,334,98,4
2024-11-29,P0010,S011,120,80,8
2024-11-29,P0010,S013,154,62,4
2024-11-29,P0010,S015,387,66,9
2024-11-29,P0010,S017,212,59,14
2024-11-29,P0013,S001,44,75,4
2024-11-29,P0013,S003,320,78,10
2024-11-29,P0013,S005,238,76,4
2024-11-29,P0013,S007,359,100,5
2024-11-29,P0013,S009,378,87,11
2024-11-29,P0013,S011,77,34,13
2024-11-29,P0013,S013,461,21,13
2024-11-29,P0013,S015,27,21,5
2024-11-29,P0013,S017,238,24,13
2024-11-29,P0016,S001,440,74,6
2024-11-29,P0016,S003,384,75,10
2024-11-29,P0016,S005,132,57,7
2024-11-29,P0016,S007,324,91,8
2024-11-29,P0016,S009,281,99,12
2024-11-29,P0016,S011,72,92,14
2024-11-29,P0016,S013,463,34,4
2024-11-29,P0016,S015,447,59,3
2024-11-29,P0016,S017,418,88,10
2024-11-29,P0019,S001,252,90,11
2024-11-29,P0019,S003,205,20,9
2024-11-29,P0019,S005,114,80,11
2024-11-29,P0019,S007,378,28,9
2024-11-29,P0019,S009,56,35,3
2024-11-29,P0019,S011,17,89,14
2024-11-29,P0019,S013,33,60,5
2024-11-29,P0019,S015,127,43,11
2024-11-29,P0019,S017,43,82,8
2024-11-29,P0022,S001,185,87,4
2024-11-29,P0022,S003,352,64,11
2024-11-29,P0022,S005,164,40,6
2024-11-29,P0022,S007,477,25,13
2024-11-29,P0022,S009,472,50,11
2024-11-29,P0022,S011,428,37,3
2024-11-29,P0022,S013,192,64,3
2024-11-29,P0022,S015,180,70,13
2024-11-29,P0022,S017,195,88,13
2024-11-29,P0025,S001,326,33,5
2024-11-29,P0025,S003,201,99,13
2024-11-29,P0025,S005,93,53,11
2024-11-29,P0025,S007,167,27,14
2024-11-29,P0025,S009,254,64,10
2024-11-29,P0025,S011,442,31,7
2024-11-29,P0025,S013,493,66,11
2024-11-29,P0025,S015,319,38,6
2024-11-29,P0025,S017,338,71,13
2024-11-29,P0028,S001,487,70,12
2024-11-29,P0028,S003,184,59,4
2024-11-29,P0028,S005,234,77,7
2024-11-29,P0028,S007,367,30,7
2024-11-29,P0028,S009,375,31,3
2024-11-29,P0028,S011,341,87,5
2024-11-29,P0028,S013,426,37,8
2024-11-29,P0028,S015,325,93,8
2024-11-29,P0028,S017,267,58,7
2024-11-29,P0031,S001,140,48,9
2024-11-29,P0031,S003,439,62,10
2024-11-29,P0031,S005,118,34,4
2024-11-29,P0031,S007,362,46,11
2024-11-29,P0031,S009,37,57,10
2024-11-29,P0031,S011,156,28,8
2024-11-29,P0031,S013,326,32,3
2024-11-29,P0031,S015,129,58,8
2024-11-29,P0031,S017,63,40,6
2024-11-29,P0034,S001,369,71,9
2024-11-29,P0034,S003,307,41,5
2024-11-29,P0034,S005,310,24,5
2024-11-29,P0034,S007,79,96,11
2024-11-29,P0034,S009,464,20,7
2024-11-29,P0034,S011,107,66,13
2024-11-29,P0034,S013,304,42,3
2024-11-29,P0034,S015,263,99,10
2024-11-29,P0034,S017,377,86,3
2024-11-29,P0037,S001,210,86,3
2024-11-29,P0037,S003,269,35,10
2024-11-29,P0037,S005,457,99,14
2024-11-29,P0037,S007,131,40,12
2024-11-29,P0037,S009,373,39,11
2024-11-29,P0037,S011,239,57,11
2024-11-29,P0037,S013,287,64,11
2024-11-29,P0037,S015,220,89,7
2024-11-29,P0037,S017,314,48,3
2024-11-29,P0040,S001,255,84,10
2024-11-29,P0040,S003,56,24,5
2024-11-29,P0040,S005,42,43,9
2024-11-29,P0040,S007,450,92,14
2024-11-29,P0040,S009,153,30,11
2024-11-29,P0040,S011,476,55,14
2024-11-29,P0040,S013,95,22,5
2024-11-29,P0040,S015,375,33,7
2024-11-29,P0040,S017,24,79,12
2024-11-29,P0043,S001,144,66,13
2024-11-29,P0043,S003,106,43,4
2024-11-29,P0043,S005,349,22,6
2024-11-29,P0043,S007,127,23,8
2024-11-29,P0043,S009,329,82,3
2024-11-29,P0043,S011,409,56,12
2024-11-29,P0043,S013,451,30,7
2024-11-29,P0043,S015,197,31,3
2024-11-29,P0043,S017,221,52,12
2024-11-29,P0046,S001,331,64,13
2024-11-29,P0046,S003,125,43,14
2024-11-29,P0046,S005,468,69,6
2024-11-29,P0046,S007,194,26,9
2024-11-29,P0046,S009,150,29,9
2024-11-29,P0046,S011,142,93,8
2024-11-29,P0046,S013,82,25,13
2024-11-29,P0046,S015,475,94,4
2024-11-29,P0046,S017,102,30,9
2024-11-29,P0049,S001,44,72,14
2024-11-29,P0049,S003,260,50,14
2024-11-29,P0049,S005,397,66,14
2024-11-29,P0049,S007,32,58,3
2024-11-29,P0049,S009,229,31,12
2024-11-29,P0049,S011,106,75,12
2024-11-29,P0049,S013,305,83,7
2024-11-29,P0049,S015,130,54,9
2024-11-29,P0049,S017,287,22,13
2024-11-28,P0001,S001,290,72,3
2024-11-28,P0001,S003,13,68,3
2024-11-28,P0001,S005,239,46,3
2024-11-28,P0001,S007,106,65,14
2024-11-28,P0001,S009,56,51,3
2024-11-28,P0001,S011,82,74,7
2024-11-28,P0001,S013,491,88,11
2024-11-28,P0001,S015,484,42,6
2024-11-28,P0001,S017,236,85,7
2024-11-28,P0004,S001,61,22,12
2024-11-28,P0004,S003,226,58,3
2024-11-28,P0004,S005,54,100,6
2024-11-28,P0004,S007,414,29,10
2024-11-28,P0004,S009,27,38,14
2024-11-28,P0004,S011,406,80,5
2024-11-28,P0004,S013,257,60,9
2024-11-28,P0004,S015,132,26,8
2024-11-28,P0004,S017,30,57,3
2024-11-28,P0007,S001,84,46,14
2024-11-28,P0007,S003,135,92,13
2024-11-28,P0007,S005,271,85,14
2024-11-28,P0007,S007,328,40,14
2024-11-28,P0007,S009,483,79,8
2024-11-28,P0007,S011,77,28,3
2024-11-28,P0007,S013,225,82,12
2024-11-28,P0007,S015,122,63,8
2024-11-28,P0007,S017,192,73,13
2024-11-28,P0010,S001,211,62,14
2024-11-28,P0010,S003,401,83,9
2024-11-28,P0010,S005,190,95,7
2024-11-28,P0010,S007,30,36,11
2024-11-28,P0010,S009,68,37,4
2024-11-28,P0010,S011,360,31,10
2024-11-28,P0010,S013,332,88,14
2024-11-28,P0010,S015,50,72,9
2024-11-28,P0010,S017,342,35,14
2024-11-28,P0013,S001,415,93,10
2024-11-28,P0013,S003,318,33,14
2024-11-28,P0013,S005,94,68,10
2024-11-28,P0013,S007,355,60,4
2024-11-28,P0013,S009,181,31,7
2024-11-28,P0013,S011,434,66,14
2024-11-28,P0013,S013,362,89,3
2024-11-28,P0013,S015,340,46,4
2024-11-28,P0013,S017,258,90,9
2024-11-28,P0016,S001,226,21,5
2024-11-28,P0016,S003,405,78,12
2024-11-28,P0016,S005,170,68,11
2024-11-28,P0016,S007,500,58,4
2024-11-28,P0016,S009,405,81,8
2024-11-28,P0016,S011,283,66,9
2024-11-28,P0016,S013,385,68,5
2024-11-28,P0016,S015,435,56,3
2024-11-28,P0016,S017,151,93,6
2024-11-28,P0019,S001,285,31,7
2024-11-28,P0019,S003,140,22,3
2024-11-28,P0019,S005,471,48,8
2024-11-28,P0019,S007,20,71,8
2024-11-28,P0019,S009,14,84,9
2024-11-28,P0019,S011,140,68,14
2024-11-28,P0019,S013,227,99,3
2024-11-28,P0019,S015,357,56,14
2024-11-28,P0019,S017,119,84,3
2024-11-28,P0022,S001,255,82,5
2024-11-28,P0022,S003,241,84,4
2024-11-28,P0022,S005,428,58,5
2024-11-28,P0022,S007,30,51,11
2024-11-28,P0022,S009,248,63,14
2024-11-28,P0022,S011,33,63,9
2024-11-28,P0022,S013,491,90,10
2024-11-28,P0022,S015,197,45,4
2024-11-28,P0022,S017,299,33,7
2024-11-28,P0025,S001,482,71,4
2024-11-28,P0025,S003,242,98,10
2024-11-28,P0025,S005,301,86,3
2024-11-28,P0025,S007,102,61,10
2024-11-28,P0025,S009,465,66,11
2024-11-28,P0025,S011,282,88,13
2024-11-28,P0025,S013,26,90,14
2024-11-28,P0025,S015,61,43,4
2024-11-28,P0025,S017,329,74,8
2024-11-28,P0028,S001,426,77,11
2024-11-28,P0028,S003,464,48,9
2024-11-28,P0028,S005,187,36,7
2024-11-28,P0028,S007,291,32,9
2024-11-28,P0028,S009,291,90,9
2024-11-28,P0028,S011,423,48,4
2024-11-28,P0028,S013,203,69,12
2024-11-28,P0028,S015,73,54,7
2024-11-28,P0028,S017,40,51,13
2024-11-28,P0031,S001,164,68,5
2024-11-28,P0031,S003,319,53,12
2024-11-28,P0031,S005,174,49,13
2024-11-28,P0031,S007,296,52,7
2024-11-28,P0031,S009,429,75,11
2024-11-28,P0031,S011,70,90,9
2024-11-28,P0031,S013,250,67,10
2024-11-28,P0031,S015,328,22,14
2024-11-28,P0031,S017,486,45,6
2024-11-28,P0034,S001,276,31,8
2024-11-28,P0034,S003,128,41,9
2024-11-28,P0034,S005,35,80,13
2024-11-28,P0034,S007,215,32,14
2024-11-28,P0034,S009,477,28,5
2024-11-28,P0034,S011,54,67,10
2024-11-28,P0034,S013,320,44,10
2024-11-28,P0034,S015,32,82,11
2024-11-28,P0034,S017,360,24,11
2024-11-28,P0037,S001,204,35,6
2024-11-28,P0037,S003,433,54,4
2024-11-28,P0037,S005,87,20,12
2024-11-28,P0037,S007,310,20,9
2024-11-28,P0037,S009,39,46,9
2024-11-28,P0037,S011,204,29,4
2024-11-28,P0037,S013,332,39,8
2024-11-28,P0037,S015,383,81,5
2024-11-28,P0037,S017,187,81,9
2024-11-28,P0040,S001,258,93,4
2024-11-28,P0040,S003,298,25,10
2024-11-28,P0040,S005,198,69,14
2024-11-28,P0040,S007,25,95,9
2024-11-28,P0040,S009,185,30,3
2024-11-28,P0040,S011,240,96,10
2024-11-28,P0040,S013,480,57,13
2024-11-28,P0040,S015,90,94,10
2024-11-28,P0040,S017,484,86,13
2024-11-28,P0043,S001,148,43,10
2024-11-28,P0043,S003,272,90,10
2024-11-28,P0043,S005,107,34,13
2024-11-28,P0043,S007,441,88,3
2024-11-28,P0043,S009,399,46,9
2024-11-28,P0043,S011,34,40,12
2024-11-28,P0043,S013,317,94,3
2024-11-28,P0043,S015,372,100,13
2024-11-28,P0043,S017,179,88,8
2024-11-28,P0046,S001,479,52,11
2024-11-28,P0046,S003,31,27,14
2024-11-28,P0046,S005,169,22,11
2024-11-28,P0046,S007,494,66,3
2024-11-28,P0046,S009,84,54,14
2024-11-28,P0046,S011,103,71,13
2024-11-28,P0046,S013,53,67,7
2024-11-28,P0046,S015,215,32,4
2024-11-28,P0046,S017,423,92,12
2024-11-28,P0049,S001,213,29,8
2024-11-28,P0049,S003,112,43,12
2024-11-28,P0049,S005,31,43,7
2024-11-28,P0049,S007,152,65,8
2024-11-28,P0049,S009,364,91,9
2024-11-28,P0049,S011,64,55,11
2024-11-28,P0049,S013,45,98,10
2024-11-28,P0049,S015,323,87,7
2024-11-28,P0049,S017,283,64,9
2024-11-27,P0001,S001,145,23,8
2024-11-27,P0001,S003,237,50,10
2024-11-27,P0001,S005,233,74,11
2024-11-27,P0001,S007,59,30,9
2024-11-27,P0001,S009,399,74,3
2024-11-27,P0001,S011,413,95,12
2024-11-27,P0001,S013,429,94,10
2024-11-27,P0001,S015,194,36,9
2024-11-27,P0001,S017,255,69,11
2024-11-27,P0004,S001,68,62,5
2024-11-27,P0004,S003,231,73,9
2024-11-27,P0004,S005,109,22,4
2024-11-27,P0004,S007,20,64,10
2024-11-27,P0004,S009,82,43,4
2024-11-27,P0004,S011,154,77,14
2024-11-27,P0004,S013,188,62,4
2024-11-27,P0004,S015,445,85,7
2024-11-27,P0004,S017,333,95,3
2024-11-27,P0007,S001,359,33,11
2024-11-27,P0007,S003,466,27,13
2024-11-27,P0007,S005,109,100,10
2024-11-27,P0007,S007,440,50,12
2024-11-27,P0007,S009,251,55,8
2024-11-27,P0007,S011,384,36,9
2024-11-27,P0007,S013,174,84,13
2024-11-27,P0007,S015,39,60,11
2024-11-27,P0007,S017,352,60,8
2024-11-27,P0010,S001,343,98,12
2024-11-27,P0010,S003,316,65,8
2024-11-27,P0010,S005,142,57,10
2024-11-27,P0010,S007,83,36,14
2024-11-27,P0010,S009,475,85,10
2024-11-27,P0010,S011,171,66,10
2024-11-27,P0010,S013,153,30,5
2024-11-27,P0010,S015,498,42,3
2024-11-27,P0010,S017,205,74,14
2024-11-27,P0013,S001,73,57,7
2024-11-27,P0013,S003,374,28,13
2024-11-27,P0013,S005,376,72,5
2024-11-27,P0013,S007,450,80,3
2024-11-27,P0013,S009,21,54,4
2024-11-27,P0013,S011,448,60,9
2024-11-27,P0013,S013,146,61,9
2024-11-27,P0013,S015,306,39,5
2024-11-27,P0013,S017,302,25,14
2024-11-27,P0016,S001,170,58,4
2024-11-27,P0016,S003,381,80,12
2024-11-27,P0016,S005,325,99,8
2024-11-27,P0016,S007,266,42,11
2024-11-27,P0016,S009,328,97,11
2024-11-27,P0016,S011,458,26,11
2024-11-27,P0016,S013,13,48,11
2024-11-27,P0016,S015,139,25,14
2024-11-27,P0016,S017,416,95,6
2024-11-27,P0019,S001,376,27,8
2024-11-27,P0019,S003,119,59,9
2024-11-27,P0019,S005,280,90,6
2024-11-27,P0019,S007,204,96,11
2024-11-27,P0019,S009,278,52,6
2024-11-27,P0019,S011,245,50,4
2024-11-27,P0019,S013,397,69,10
2024-11-27,P0019,S015,34,50,7
2024-11-27,P0019,S017,59,37,10
2024-11-27,P0022,S001,94,28,10
2024-11-27,P0022,S003,115,84,4
2024-11-27,P0022,S005,207,47,11
2024-11-27,P0022,S007,252,100,13
2024-11-27,P0022,S009,475,69,13
2024-11-27,P0022,S011,282,74,14
2024-11-27,P0022,S013,243,98,5
2024-11-27,P0022,S015,381,56,5
2024-11-27,P0022,S017,429,87,9
2024-11-27,P0025,S001,179,32,9
2024-11-27,P0025,S003,406,43,12
2024-11-27,P0025,S005,497,95,7
2024-11-27,P0025,S007,100,41,6
2024-11-27,P0025,S009,476,39,5
2024-11-27,P0025,S011,65,24,9
2024-11-27,P0025,S013,470,66,6
2024-11-27,P0025,S015,59,57,11
2024-11-27,P0025,S017,160,70,11
2024-11-27,P0028,S001,456,54,4
2024-11-27,P0028,S003,354,92,9
2024-11-27,P0028,S005,246,92,5
