order_id,order_time,product_id,store_id,qty,selling_price_aed,discount_pct,payment_status,return_flag
ORD000088,2024-10-17 00:00:00,P0033,S014,3,177.65,5,Refunded,N
ORD000089,2024-12-18 00:00:00,P0043,S018,1,496.1,0,Refunded,N
ORD000090,2024-11-30 00:00:00,P0010,S017,5,474.59,20,Paid,N
ORD000091,2024-12-26 00:00:00,P0042,S008,5,265.73,10,Paid,N
ORD000092,2024-10-18 00:00:00,P0042,S010,5,393.62,20,Paid,N
ORD000093,2024-09-22 00:00:00,P0003,S012,1,313.67,15,Paid,N
ORD000094,2024-11-24 00:00:00,P0012,S004,5,82.78,20,Failed,N
ORD000095,2024-11-04 00:00:00,P0044,S004,4,469.91,5,Refunded,N
ORD000096,2024-10-13 00:00:00,P0021,S014,3,202.03,15,Paid,N
ORD000097,2024-09-14 00:00:00,P0047,S002,5,370.03,5,Paid,N
ORD000098,2024-09-18 00:00:00,P0010,S006,4,384.96,5,Refunded,N
ORD000099,2024-11-05 00:00:00,P0042,S006,4,275.06,0,Failed,N
ORD000100,2024-10-06 00:00:00,P0023,S017,4,151.16,15,Failed,N
ORD000101,2024-10-11 00:00:00,P0004,S014,4,363.75,10,Failed,N
ORD000102,2024-09-02 00:00:00,P0008,S002,3,214.31,5,Refunded,Y
ORD000103,2024-11-26 00:00:00,P0036,S016,5,362.83,25,Paid,N
ORD000104,2024-09-24 00:00:00,P0009,S015,2,417.06,15,Failed,Y
ORD000105,2024-12-17 00:00:00,P0001,S012,2,171.13,10,Refunded,N
ORD000106,2024-11-26 00:00:00,P0005,S012,2,407.77,0,Refunded,N
ORD000107,2024-11-06 00:00:00,P0001,S016,5,239.2,25,Failed,N
ORD000108,2024-12-12 00:00:00,P0013,S006,3,153.0,25,Failed,Y
ORD000109,2024-11-02 00:00:00,P0008,S013,1,211.58,15,Paid,N
ORD000110,2024-10-03 00:00:00,P0006,S004,3,128.71,0,Paid,N
ORD000111,2024-12-14 00:00:00,P0042,S015,4,477.29,25,Paid,N
ORD000112,2024-09-07 00:00:00,P0007,S010,5,226.66,25,Paid,N
ORD000113,2024-10-15 00:00:00,P0005,S011,5,133.44,0,Failed,N
ORD000114,2024-11-04 00:00:00,P0021,S002,2,411.74,10,Paid,N
ORD000115,2024-10-11 00:00:00,P0039,S016,3,151.88,0,Refunded,N
ORD000116,2024-12-17 00:00:00,P0010,S007,3,158.33,15,Refunded,N
ORD000117,2024-12-18 00:00:00,P0020,S006,2,258.6,10,Failed,Y
ORD000118,2024-10-28 00:00:00,P0030,S009,4,373.85,10,Paid,Y
ORD000119,2024-10-21 00:00:00,P0030,S004,5,429.94,15,Refunded,N
ORD000120,2024-11-18 00:00:00,P0034,S005,2,398.41,5,Failed,N
ORD000121,2024-10-27 00:00:00,P0044,S009,5,155.78,10,Paid,N
ORD000122,2024-10-01 00:00:00,P0045,S014,1,312.46,20,Paid,N
ORD000123,2024-10-30 00:00:00,P0045,S005,2,204.93,20,Paid,N
ORD000124,2024-12-12 00:00:00,P0020,S014,2,122.14,10,Refunded,N
ORD000125,2024-11-18 00:00:00,P0013,S010,2,314.64,0,Paid,N
ORD000126,2024-11-18 00:00:00,P0029,S001,2,121.31,10,Refunded,Y
ORD000127,2024-12-12 00:00:00,P0011,S011,1,95.25,0,Paid,N
ORD000128,2024-09-11 00:00:00,P0012,S015,4,127.42,20,Refunded,N
ORD000129,2024-11-17 00:00:00,P0043,S008,1,236.5,5,Paid,Y
ORD000130,2024-10-10 00:00:00,P0011,S015,2,311.86,25,Failed,N
ORD000131,2024-11-18 00:00:00,P0032,S010,4,244.34,20,Paid,N
ORD000132,2024-09-19 00:00:00,P0013,S008,3,384.8,15,Refunded,N
ORD000133,2024-11-26 00:00:00,P0038,S007,2,288.25,5,Failed,Y
ORD000134,2024-09-16 00:00:00,P0007,S010,2,365.36,15,Failed,N
ORD000135,2024-11-10 00:00:00,P0041,S008,5,244.31,25,Paid,N
ORD000136,2024-10-03 00:00:00,P0036,S010,3,156.23,5,Refunded,N
ORD000137,2024-09-25 00:00:00,P0001,S003,4,280.82,15,Paid,N
ORD000138,2024-10-30 00:00:00,P0021,S017,1,246.23,10,Paid,N
ORD000139,2024-11-21 00:00:00,P0002,S005,3,200.36,15,Failed,N
ORD000140,2024-09-15 00:00:00,P0045,S016,4,495.9,10,Paid,N
ORD000141,2024-10-16 00:00:00,P0045,S009,3,308.37,0,Paid,N
ORD000142,2024-11-22 00:00:00,P0046,S012,3,425.25,15,Failed,N
ORD000143,2024-09-23 00:00:00,P0016,S006,3,143.14,15,Paid,Y
ORD000144,2024-11-10 00:00:00,P0016,S014,3,219.92,10,Refunded,N
ORD000145,2024-12-16 00:00:00,P0050,S013,5,366.11,25,Paid,Y
ORD000146,2024-12-27 00:00:00,P0015,S016,2,353.25,5,Paid,N
ORD000147,2024-10-15 00:00:00,P0029,S011,1,343.67,10,Failed,Y
ORD000148,2024-09-07 00:00:00,P0016,S001,3,109.97,10,Paid,N
ORD000149,2024-09-24 00:00:00,P0043,S006,2,288.81,5,Paid,N
ORD000150,2024-11-10 00:00:00,P0031,S002,4,303.48,10,Paid,N
ORD000151,2024-09-10 00:00:00,P0015,S015,3,451.98,10,Paid,N
ORD000152,2024-10-06 00:00:00,P0050,S015,5,384.45,20,Paid,N
ORD000153,2024-10-01 00:00:00,P0010,S015,4,153.08,20,Failed,N
ORD000154,2024-12-26 00:00:00,P0040,S012,2,476.52,5,Paid,Y
ORD000155,2024-09-09 00:00:00,P0005,S017,5,276.86,20,Failed,N
ORD000156,2024-11-21 00:00:00,P0013,S011,4,412.61,25,Paid,N
ORD000157,2024-11-19 00:00:00,P0014,S007,1,348.66,20,Paid,Y
ORD000158,2024-12-20 00:00:00,P0020,S009,4,179.12,20,Failed,N
ORD000159,2024-09-17 00:00:00,P0016,S005,1,477.41,25,Paid,N
ORD000160,2024-09-14 00:00:00,P0040,S015,1,370.58,0,Paid,N
ORD000161,2024-12-07 00:00:00,P0037,S002,5,225.83,25,Paid,Y
ORD000162,2024-09-14 00:00:00,P0011,S007,3,338.85,5,Failed,N
ORD000163,2024-11-20 00:00:00,P0020,S007,5,198.76,15,Refunded,Y
ORD000164,2024-12-08 00:00:00,P0044,S009,4,216.1,20,Paid,N
ORD000165,2024-10-29 00:00:00,P0032,S017,1,340.61,5,Failed,Y
ORD000166,2024-09-07 00:00:00,P0043,S012,4,356.13,25,Paid,N
ORD000167,2024-10-13 00:00:00,P0002,S007,2,127.02,20,Paid,N
ORD000168,2024-10-02 00:00:00,P0028,S005,5,281.19,15,Paid,N
ORD000169,2024-09-09 00:00:00,P0048,S008,2,161.09,15,Paid,N
ORD000170,2024-09-27 00:00:00,P0044,S013,4,303.06,0,Refunded,N
ORD000171,2024-11-23 00:00:00,P0050,S013,2,427.86,15,Paid,N
ORD000172,2024-09-29 00:00:00,P0023,S018,5,312.38,0,Paid,N
ORD000173,2024-11-21 00:00:00,P0022,S015,1,58.3,0,Refunded,Y
ORD000174,2024-09-08 00:00:00,P0026,S003,2,372.11,0,Paid,N
ORD000175,2024-11-22 00:00:00,P0013,S009,2,135.38,5,Failed,N
ORD000176,2024-09-05 00:00:00,P0005,S017,2,264.66,20,Paid,Y
ORD000177,2024-09-22 00:00:00,P0048,S016,4,311.4,25,Refunded,N
ORD000178,2024-09-15 00:00:00,P0028,S004,4,78.6,25,Paid,Y
ORD000179,2024-12-22 00:00:00,P0005,S005,4,312.98,5,Refunded,N
ORD000180,2024-10-02 00:00:00,P0015,S008,2,88.31,10,Refunded,N
ORD000181,2024-09-13 00:00:00,P0016,S008,1,356.61,10,Paid,N
ORD000182,2024-10-01 00:00:00,P0033,S010,1,411.62,25,Paid,N
ORD000183,2024-12-08 00:00:00,P0043,S017,5,228.39,10,Paid,N
ORD000184,2024-12-20 00:00:00,P0040,S007,5,246.59,0,Paid,N
ORD000185,2024-12-17 00:00:00,P0007,S004,4,225.84,20,Refunded,Y
ORD000186,2024-12-04 00:00:00,P0001,S018,2,482.89,25,Paid,N
ORD000187,2024-11-29 00:00:00,P0037,S006,5,441.76,25,Paid,N
ORD000188,2024-09-09 00:00:00,P0029,S001,1,173.52,20,Paid,N
ORD000189,2024-10-23 00:00:00,P0043,S015,3,105.27,15,Paid,N
ORD000190,2024-12-26 00:00:00,P0035,S010,5,383.22,10,Failed,Y
ORD000191,2024-11-22 00:00:00,P0037,S010,2,139.3,5,Failed,N
ORD000192,2024-09-10 00:00:00,P0006,S016,2,250.48,5,Failed,N
ORD000193,2024-10-12 00:00:00,P0035,S018,3,350.99,20,Refunded,N
ORD000194,2024-12-03 00:00:00,P0002,S017,1,247.67,5,Paid,N
ORD000195,2024-12-23 00:00:00,P0028,S005,4,375.22,0,Paid,N
ORD000196,2024-12-12 00:00:00,P0016,S003,1,325.53,20,Paid,N
ORD000197,2024-09-18 00:00:00,P0021,S014,3,85.55,20,Paid,N
ORD000198,2024-10-21 00:00:00,P0024,S014,1,167.87,5,Paid,N
ORD000199,2024-11-25 00:00:00,P0035,S007,4,82.08,5,Paid,N
ORD000200,2024-12-20 00:00:00,P0044,S010,2,191.11,10,Paid,N
ORD000201,2024-10-16 00:00:00,P0016,S014,4,388.51,0,Paid,N
ORD000202,2024-11-19 00:00:00,P0001,S008,4,246.13,10,Paid,N
ORD000203,2024-12-08 00:00:00,P0050,S002,2,490.3,15,Paid,N
ORD000204,2024-12-19 00:00:00,P0003,S012,3,428.96,5,Failed,Y
ORD000205,2024-11-25 00:00:00,P0037,S003,2,394.3,5,Paid,N
ORD000206,2024-09-19 00:00:00,P0008,S005,2,483.18,20,Refunded,N
ORD000207,2024-12-17 00:00:00,P0034,S001,1,445.65,5,Failed,N
ORD000208,2024-11-25 00:00:00,P0050,S017,5,211.41,25,Failed,N
ORD000209,2024-09-13 00:00:00,P0002,S009,2,451.34,15,Refunded,Y
ORD000210,2024-10-14 00:00:00,P0048,S017,5,58.52,5,Paid,N
ORD000211,2024-12-25 00:00:00,P0019,S006,4,58.51,5,Paid,N
ORD000212,2024-11-03 00:00:00,P0035,S015,3,426.69,0,Paid,N
ORD000213,2024-10-31 00:00:00,P0045,S011,1,450.42,10,Paid,N
ORD000214,2024-10-09 00:00:00,P0032,S014,1,394.13,25,Refunded,N
ORD000215,2024-10-29 00:00:00,P0015,S007,4,104.19,20,Refunded,N
ORD000216,2024-10-15 00:00:00,P0007,S007,2,69.83,20,Refunded,Y
ORD000217,2024-09-26 00:00:00,P0012,S009,4,178.77,25,Paid,N
ORD000218,2024-09-14 00:00:00,P0001,S010,5,167.26,25,Paid,N
ORD000219,2024-10-12 00:00:00,P0043,S013,4,486.97,25,Refunded,N
ORD000220,2024-11-12 00:00:00,P0020,S015,4,224.55,25,Paid,N
ORD000221,2024-12-27 00:00:00,P0028,S003,3,143.12,25,Paid,Y
ORD000222,2024-12-19 00:00:00,P0001,S014,2,323.11,0,Paid,N
ORD000223,2024-11-24 00:00:00,P0024,S009,5,123.0,20,Paid,N
ORD000224,2024-11-01 00:00:00,P0036,S002,3,179.28,15,Paid,Y
ORD000225,2024-09-09 00:00:00,P0035,S002,3,378.11,10,Paid,N
ORD000226,2024-09-28 00:00:00,P0003,S018,5,359.47,15,Refunded,N
ORD000227,2024-09-17 00:00:00,P0019,S009,3,295.95,10,Refunded,N
ORD000228,2024-11-11 00:00:00,P0013,S007,5,256.38,15,Paid,N
ORD000229,2024-09-22 00:00:00,P0018,S014,5,274.74,10,Paid,N
ORD000230,2024-12-01 00:00:00,P0003,S007,4,110.49,25,Paid,Y
ORD000231,2024-10-16 00:00:00,P0024,S011,5,492.61,20,Paid,N
ORD000232,2024-11-21 00:00:00,P0044,S006,3,164.47,20,Paid,Y
ORD000233,2024-12-03 00:00:00,P0043,S008,4,178.51,20,Refunded,N
ORD000234,2024-09-29 00:00:00,P0021,S016,5,206.51,25,Failed,Y
ORD000235,2024-10-16 00:00:00,P0049,S016,4,434.32,20,Refunded,Y
ORD000236,2024-09-13 00:00:00,P0025,S018,2,289.53,10,Failed,N
ORD000237,2024-10-06 00:00:00,P0019,S004,1,129.88,15,Paid,N
ORD000238,2024-11-26 00:00:00,P0041,S012,1,333.83,25,Paid,N
ORD000239,2024-09-10 00:00:00,P0028,S004,4,74.61,15,Paid,N
ORD000240,2024-12-26 00:00:00,P0016,S002,2,285.36,5,Paid,Y
ORD000241,2024-11-28 00:00:00,P0001,S018,2,400.29,5,Paid,N
ORD000242,2024-11-08 00:00:00,P0047,S008,4,413.97,10,Paid,N
ORD000243,2024-09-07 00:00:00,P0009,S014,2,436.58,0,Paid,N
ORD000244,2024-12-21 00:00:00,P0005,S018,1,57.97,25,Refunded,N
ORD000245,2024-10-15 00:00:00,P0010,S015,5,234.49,0,Paid,N
ORD000246,2024-09-09 00:00:00,P0041,S006,1,436.86,5,Paid,N
ORD000247,2024-12-07 00:00:00,P0006,S010,5,74.55,15,Refunded,N
ORD000248,2024-11-01 00:00:00,P0020,S003,2,239.37,25,Paid,N
ORD000249,2024-11-16 00:00:00,P0028,S012,5,141.27,10,Paid,N
ORD000250,2024-10-16 00:00:00,P0007,S002,4,384.74,15,Refunded,N
ORD000251,2024-11-08 00:00:00,P0024,S011,4,417.01,0,Refunded,N
ORD000252,2024-12-25 00:00:00,P0002,S006,4,232.82,25,Failed,Y
ORD000253,2024-10-28 00:00:00,P0034,S010,3,394.41,10,Refunded,N
ORD000254,2024-12-23 00:00:00,P0015,S016,3,346.83,0,Paid,N
ORD000255,2024-10-01 00:00:00,P0013,S003,2,368.38,10,Refunded,Y
ORD000256,2024-12-28 00:00:00,P0028,S002,4,390.62,15,Paid,N
ORD000257,2024-09-01 00:00:00,P0029,S002,3,92.0,20,Paid,N
ORD000258,2024-09-24 00:00:00,P0018,S005,1,386.33,5,Refunded,N
ORD000259,2024-10-17 00:00:00,P0022,S017,2,324.31,15,Failed,N
ORD000260,2024-12-26 00:00:00,P0014,S018,1,181.47,10,Paid,N
ORD000261,2024-10-05 00:00:00,P0038,S002,1,105.17,20,Failed,N
ORD000262,2024-12-14 00:00:00,P0050,S008,2,220.75,25,Refunded,N
ORD000263,2024-12-26 00:00:00,P0021,S014,1,180.44,0,Refunded,N
ORD000264,2024-09-23 00:00:00,P0022,S018,3,375.25,10,Refunded,N
ORD000265,2024-10-24 00:00:00,P0040,S015,3,283.16,0,Failed,N
ORD000266,2024-09-07 00:00:00,P0013,S009,4,121.76,10,Failed,N
ORD000267,2024-12-09 00:00:00,P0009,S006,5,202.94,5,Failed,N
ORD000268,2024-11-07 00:00:00,P0017,S018,5,429.17,20,Paid,N
ORD000269,2024-12-20 00:00:00,P0024,S017,2,73.73,10,Paid,N
ORD000270,2024-12-12 00:00:00,P0030,S002,2,339.41,0,Paid,N
ORD000271,2024-09-29 00:00:00,P0046,S015,2,92.73,25,Paid,N
ORD000272,2024-12-23 00:00:00,P0033,S002,1,320.97,20,Paid,N
ORD000273,2024-11-25 00:00:00,P0008,S013,5,149.91,5,Failed,N
ORD000274,2024-12-17 00:00:00,P0003,S003,4,336.88,5,Paid,Y
ORD000275,2024-11-12 00:00:00,P0049,S013,4,214.99,20,Paid,N
ORD000276,2024-11-29 00:00:00,P0002,S017,3,303.29,25,Failed,N
ORD000277,2024-09-05 00:00:00,P0031,S018,3,358.99,25,Paid,N
ORD000278,2024-10-17 00:00:00,P0016,S015,3,298.13,5,Paid,N
ORD000279,2024-11-30 00:00:00,P0002,S006,4,54.16,25,Failed,Y
ORD000280,2024-11-05 00:00:00,P0011,S014,4,315.12,25,Paid,Y
ORD000281,2024-11-18 00:00:00,P0031,S018,3,404.06,10,Refunded,N
ORD000282,2024-12-23 00:00:00,P0034,S011,5,193.52,10,Failed,N
ORD000283,2024-12-06 00:00:00,P0037,S006,5,330.2,25,Paid,Y
ORD000284,2024-12-15 00:00:00,P0021,S004,5,407.43,25,Paid,N
ORD000285,2024-10-09 00:00:00,P0021,S004,3,327.64,5,Refunded,N
ORD000286,2024-12-16 00:00:00,P0023,S001,4,166.55,0,Refunded,N
ORD000287,2024-09-19 00:00:00,P0027,S002,1,383.21,20,Failed,Y
ORD000288,2024-09-12 00:00:00,P0034,S009,2,344.28,20,Paid,N
ORD000289,2024-10-31 00:00:00,P0006,S012,1,442.91,15,Refunded,N
ORD000290,2024-11-02 00:00:00,P0041,S004,5,250.9,5,Paid,N
ORD000291,2024-10-13 00:00:00,P0005,S010,5,383.46,15,Paid,N
ORD000292,2024-11-25 00:00:00,P0012,S004,3,276.07,10,Paid,N
ORD000293,2024-11-29 00:00:00,P0019,S008,3,88.53,15,Paid,N
ORD000294,2024-09-19 00:00:00,P0004,S013,1,270.36,25,Paid,N
ORD000295,2024-10-19 00:00:00,P0005,S003,2,432.39,10,Paid,N
ORD000296,2024-09-10 00:00:00,P0036,S007,4,392.33,15,Refunded,Y
ORD000297,2024-12-23 00:00:00,P0048,S016,2,242.01,25,Paid,N
ORD000298,2024-11-01 00:00:00,P0005,S013,4,181.09,5,Failed,Y
ORD000299,2024-11-04 00:00:00,P0030,S017,4,184.61,0,Failed,N
ORD000300,2024-11-17 00:00:00,P0033,S010,4,412.52,20,Paid,N
ORD000301,2024-10-19 00:00:00,P0005,S009,1,72.91,25,Paid,N
ORD000302,2024-10-02 00:00:00,P0013,S018,1,115.84,20,Paid,Y
ORD000303,2024-12-09 00:00:00,P0049,S007,4,334.75,15,Paid,N
ORD000304,2024-12-14 00:00:00,P0008,S012,4,458.62,0,Paid,N
ORD000305,2024-12-25 00:00:00,P0047,S002,3,384.14,25,Paid,N
ORD000306,2024-12-19 00:00:00,P0008,S007,3,82.24,15,Paid,N
ORD000307,2024-09-28 00:00:00,P0043,S011,4,258.46,15,Paid,N
ORD000308,2024-10-08 00:00:00,P0008,S008,5,152.19,0,Paid,Y
ORD000309,2024-12-20 00:00:00,P0003,S014,4,361.34,15,Paid,N
ORD000310,2024-10-07 00:00:00,P0024,S013,5,202.85,5,Failed,N
ORD000311,2024-10-29 00:00:00,P0049,S009,4,392.96,10,Paid,N
ORD000312,2024-12-20 00:00:00,P0024,S009,3,228.59,20,Paid,N
ORD000313,2024-09-15 00:00:00,P0025,S002,2,290.3,5,Failed,N
ORD000314,2024-11-15 00:00:00,P0015,S016,3,168.39,10,Paid,N
ORD000315,2024-12-21 00:00:00,P0022,S016,5,388.17,0,Paid,N
ORD000316,2024-12-17 00:00:00,P0008,S008,5,318.01,0,Refunded,N
ORD000317,2024-12-29 00:00:00,P0015,S008,4,83.42,25,Failed,N
ORD000318,2024-11-12 00:00:00,P0035,S018,4,373.79,10,Paid,Y
ORD000319,2024-12-02 00:00:00,P0017,S018,1,373.15,10,Paid,N
ORD000320,2024-11-30 00:00:00,P0001,S014,3,333.92,10,Paid,N
ORD000321,2024-09-06 00:00:00,P0037,S009,5,362.72,5,Paid,N
ORD000322,2024-09-15 00:00:00,P0028,S016,5,297.6,10,Paid,Y
ORD000323,2024-10-02 00:00:00,P0037,S008,4,323.75,25,Paid,N
ORD000324,2024-11-22 00:00:00,P0001,S007,5,241.69,10,Paid,N
ORD000325,2024-10-27 00:00:00,P0005,S010,2,302.44,25,Refunded,N
ORD000326,2024-10-23 00:00:00,P0046,S008,4,498.47,25,Paid,N
ORD000327,2024-10-05 00:00:00,P0041,S004,1,194.45,0,Paid,N
ORD000328,2024-12-20 00:00:00,P0017,S001,1,330.4,25,Paid,Y
ORD000329,2024-11-25 00:00:00,P0026,S006,4,171.03,5,Refunded,N
ORD000330,2024-09-08 00:00:00,P0021,S018,3,406.63,25,Paid,N
ORD000331,2024-12-16 00:00:00,P0001,S014,2,438.08,10,Paid,N
ORD000332,2024-12-17 00:00:00,P0025,S012,2,317.15,5,Refunded,N
ORD000333,2024-11-18 00:00:00,P0025,S018,1,376.5,10,Paid,N
ORD000334,2024-09-16 00:00:00,P0043,S016,1,149.48,15,Refunded,N
ORD000335,2024-09-13 00:00:00,P0049,S009,4,176.13,5,Refunded,N
ORD000336,2024-12-13 00:00:00,P0021,S009,2,405.21,10,Paid,N
ORD000337,2024-12-20 00:00:00,P0048,S015,1,460.37,5,Failed,N
ORD000338,2024-09-04 00:00:00,P0041,S010,5,199.89,5,Paid,N
ORD000339,2024-09-06 00:00:00,P0041,S005,2,270.79,5,Paid,N
ORD000340,2024-12-22 00:00:00,P0042,S005,2,151.68,20,Paid,N
ORD000341,2024-10-02 00:00:00,P0040,S003,5,342.2,0,Paid,N
ORD000342,2024-11-01 00:00:00,P0045,S004,5,181.75,0,Paid,N
ORD000343,2024-09-22 00:00:00,P0015,S015,4,266.37,20,Paid,N
ORD000344,2024-11-01 00:00:00,P0045,S012,5,222.92,0,Paid,Y
