order_id,order_time,product_id,store_id,qty,selling_price_aed,discount_pct,payment_status,return_flag
ORD000102,2024-05-30 00:00:00,P0022,S015,5,1545.66,31.0,Paid,N
ORD000103,2024-08-14 00:00:00,P0141,S009,2,1836.19,15.0,Paid,N
ORD000104,2024-07-11 00:00:00,P0144,S013,2,4003.66,15.0,Paid,N
ORD000105,2024-07-24 00:00:00,P0184,S016,4,936.2,20.0,Paid,N
ORD000106,2024-08-13 00:00:00,P0144,S002,4,4003.66,14.0,Refunded,N
ORD000107,2024-08-07 00:00:00,P0029,S008,4,333.97,11.0,Paid,N
ORD000108,2024-06-13 00:00:00,P0015,S012,5,1036.51,31.0,Paid,N
ORD000109,2024-09-03 00:00:00,P0113,S001,1,3540.88,8.0,Paid,N
ORD000110,2024-05-22 00:00:00,P0012,S005,2,1347.13,23.0,Refunded,N
ORD000111,2024-07-22 00:00:00,P0173,S010,2,3019.08,40.0,Refunded,N
ORD000112,2024-07-01 00:00:00,P0183,S008,2,304.23,18.0,Paid,N
ORD000113,2024-06-29 00:00:00,P0291,S002,3,3102.49,14.0,Paid,N
ORD000114,2024-07-30 00:00:00,P0122,S012,2,2409.16,40.0,Paid,N
ORD000115,2024-08-15 00:00:00,P0035,S012,1,3282.09,28.0,Paid,N
ORD000116,2024-07-09 00:00:00,P0180,S018,4,3483.62,14.0,Paid,N
ORD000117,2024-08-04 00:00:00,P0134,S004,2,3573.39,4.0,Paid,N
ORD000118,2024-06-26 00:00:00,P0248,S001,2,624.31,3.0,Paid,N
ORD000119,2024-06-13 00:00:00,P0277,S009,3,346.66,36.0,Paid,N
ORD000120,2024-09-10 00:00:00,P0151,S016,1,715.46,5.0,Paid,N
ORD000121,2024-07-12 00:00:00,P0136,S003,4,3838.24,23.0,Paid,Y
ORD000122,2024-08-08 00:00:00,P0138,S002,1,628.57,34.0,Paid,N
ORD000123,2024-09-03 00:00:00,P0268,S014,4,1597.95,19.0,Paid,N
ORD000124,2024-07-08 00:00:00,P0265,S005,4,1515.31,13.0,Paid,N
ORD000125,2024-06-15 00:00:00,P0076,S009,1,2279.62,35.0,Paid,N
ORD000126,2024-02-30 25:99:99,P0268,S014,2,1597.95,6.0,Failed,N
ORD000127,2024-08-05 00:00:00,P0177,S014,4,2701.07,11.0,Paid,N
ORD000128,2024-06-14 00:00:00,P0203,S011,1,1746.06,23.0,Paid,N
ORD000129,2024-08-06 00:00:00,P0051,S008,4,419.19,26.0,Paid,N
ORD000130,2024-05-17 00:00:00,P0249,S017,1,2707.49,19.0,Paid,N
ORD000131,2024-07-05 00:00:00,P0015,S006,2,1036.51,29.0,Paid,N
ORD000132,2024-07-25 00:00:00,P0259,S013,1,1748.0,31.0,Paid,N
ORD000133,2024-06-27 00:00:00,P0177,S006,3,2701.07,18.0,Paid,Y
ORD000134,2024-06-03 00:00:00,P0114,S008,3,1059.91,0.0,Paid,N
ORD000135,99/99/9999,P0157,S009,4,4047.49,13.0,Paid,N
ORD000136,2024-07-22 00:00:00,P0004,S017,3,3085.23,18.0,Paid,N
ORD000137,2024-08-06 00:00:00,P0142,S009,3,3781.41,15.0,Failed,N
ORD000138,2024-06-26 00:00:00,P0164,S005,4,853.18,26.0,Paid,N
ORD000139,2024-06-29 00:00:00,P0176,S008,4,1642.56,32.0,Paid,N
ORD000140,2024-07-01 00:00:00,P0050,S016,3,1421.52,11.0,Failed,N
ORD000141,2024-08-13 00:00:00,P0158,S014,3,1233.49,29.0,Failed,N
ORD000142,2024-06-28 00:00:00,P0037,S016,5,3659.77,33.0,Paid,N
ORD000143,2024-08-24 00:00:00,P0176,S014,4,1642.56,11.0,Paid,N
ORD000144,2024-08-19 00:00:00,P0030,S001,2,2106.62,10.0,Paid,N
ORD000145,2024-06-24 00:00:00,P0220,S013,4,2371.32,12.0,Paid,N
ORD000146,2024-06-06 00:00:00,P0098,S001,2,2180.98,19.0,Paid,N
ORD000147,2024-08-20 00:00:00,P0024,S010,4,281.7,21.0,Paid,N
ORD000148,2024-05-18 00:00:00,P0097,S006,4,2838.77,8.0,Paid,Y
ORD000149,2024-08-26 00:00:00,P0020,S013,3,1224.0,38.0,Refunded,N
ORD000150,2024-09-08 00:00:00,P0060,S014,1,144.66,9.0,Paid,N
ORD000151,2024-07-19 00:00:00,P0267,S009,2,2648.24,32.0,Paid,N
ORD000152,2024-08-28 00:00:00,P0103,S009,2,164.8,10.0,Paid,N
ORD000153,2024-05-14 00:00:00,P0121,S001,1,2877.82,31.0,Paid,N
ORD000154,2024-06-10 00:00:00,P0132,S008,3,3527.47,11.0,Failed,N
ORD000155,2024-06-16 00:00:00,P0060,S004,1,144.66,10.0,Paid,N
ORD000156,2024-08-07 00:00:00,P0048,S012,2,3318.42,29.0,Paid,N
ORD000157,2024-05-31 00:00:00,P0086,S004,1,1141.74,6.0,Paid,N
ORD000158,2024-06-16 00:00:00,P0195,S012,2,2451.64,26.0,Paid,N
ORD000159,2024-09-09 00:00:00,P0269,S008,3,4035.46,39.0,Paid,N
ORD000160,2024-07-28 00:00:00,P0198,S005,5,3766.34,0.0,Paid,N
ORD000161,2024-05-24 00:00:00,P0085,S003,3,2202.88,3.0,Paid,N
ORD000162,2024-05-29 00:00:00,P0236,S015,4,1521.36,20.0,Paid,N
ORD000163,2024-08-28 00:00:00,P0019,S018,1,2932.89,40.0,Paid,N
ORD000164,2024-06-17 00:00:00,P0175,S012,2,3852.22,39.0,Paid,N
ORD000165,2024-07-15 00:00:00,P0114,S001,3,1059.91,6.0,Paid,N
ORD000166,2024-06-11 00:00:00,P0210,S004,2,133.43,25.0,Paid,N
ORD000167,2024-07-29 00:00:00,P0213,S002,5,2582.9,29.0,Paid,N
ORD000168,not_a_time,P0284,S014,4,1716.35,11.0,Paid,N
ORD000169,2024-08-28 00:00:00,P0165,S017,4,1077.88,15.0,Paid,N
ORD000170,2024-07-15 00:00:00,P0071,S014,5,2111.81,20.0,Paid,N
ORD000171,2024-08-16 00:00:00,P0149,S012,2,193.6,11.0,Paid,N
ORD000172,2024-08-27 00:00:00,P0288,S016,4,573.06,34.0,Paid,N
ORD000173,2024-07-06 00:00:00,P0196,S005,1,3439.1,10.0,Refunded,N
ORD000174,2024-09-03 00:00:00,P0152,S007,1,1483.85,39.0,Failed,N
ORD000175,2024-06-07 00:00:00,P0200,S008,3,3013.88,24.0,Paid,N
ORD000176,2024-08-01 00:00:00,P0028,S001,2,1041.62,28.0,Paid,N
ORD000177,2024-06-20 00:00:00,P0280,S007,2,1052.42,4.0,Paid,N
ORD000178,2024-07-24 00:00:00,P0143,S018,2,3474.05,21.0,Paid,N
ORD000179,2024-05-15 00:00:00,P0027,S010,5,1296.87,20.0,Paid,N
ORD000180,2024-06-02 00:00:00,P0213,S018,1,2582.9,21.0,Paid,N
ORD000181,2024-06-23 00:00:00,P0288,S001,3,573.06,39.0,Failed,N
ORD000182,2024-05-20 00:00:00,P0059,S013,3,848.29,23.0,Paid,N
ORD000183,2024-08-04 00:00:00,P0099,S011,1,3339.32,34.0,Paid,N
ORD000184,2024-06-22 00:00:00,P0218,S004,4,274.69,9.0,Paid,N
ORD000185,2024-09-01 00:00:00,P0129,S018,2,1441.84,28.0,Paid,N
ORD000186,2024-06-16 00:00:00,P0004,S003,5,3085.23,22.0,Failed,N
ORD000187,2024-08-03 00:00:00,P0145,S015,1,2059.16,8.0,Paid,N
ORD000188,2024-08-04 00:00:00,P0074,S010,3,2835.42,,Failed,N
ORD000189,2024-06-29 00:00:00,P0276,S018,3,1693.18,22.0,Paid,N
ORD000190,2024-08-23 00:00:00,P0114,S009,2,1059.91,3.0,Failed,N
ORD000191,2024-07-13 00:00:00,P0038,S010,3,1742.03,31.0,Refunded,N
ORD000192,2024-08-11 00:00:00,P0036,S007,4,3755.47,37.0,Paid,N
ORD000193,2024-07-18 00:00:00,P0161,S008,4,1052.51,21.0,Failed,N
ORD000194,2024-08-02 00:00:00,P0056,S006,1,3047.91,8.0,Failed,N
ORD000195,2024-06-22 00:00:00,P0039,S001,1,809.59,37.0,Paid,Y
ORD000196,2024-05-19 00:00:00,P0242,S005,2,162.75,18.0,Paid,N
ORD000197,2024-07-26 00:00:00,P0123,S006,2,645.96,36.0,Paid,N
ORD000198,2024-07-11 00:00:00,P0021,S008,2,3097.85,2.0,Paid,N
ORD000199,2024-07-23 00:00:00,P0233,S002,3,3375.38,40.0,Paid,N
ORD000200,2024-07-03 00:00:00,P0193,S013,1,3005.18,14.0,Paid,N
ORD000201,2024-07-10 00:00:00,P0004,S017,4,3085.23,17.0,Paid,N
ORD000202,2024-06-11 00:00:00,P0118,S014,1,2324.52,13.0,Paid,N
ORD000203,2024-08-10 00:00:00,P0294,S006,5,2196.76,3.0,Paid,N
ORD000204,2024-07-21 00:00:00,P0289,S001,3,1119.89,38.0,Refunded,N
ORD000205,2024-05-27 00:00:00,P0074,S006,5,2835.42,21.0,Failed,N
ORD000206,2024-07-24 00:00:00,P0056,S001,5,3047.91,38.0,Paid,N
ORD000207,2024-09-06 00:00:00,P0273,S017,1,946.97,38.0,Paid,Y
ORD000208,2024-06-16 00:00:00,P0268,S014,1,1597.95,30.0,Paid,N
ORD000209,2024-06-08 00:00:00,P0295,S004,3,1513.75,5.0,Paid,N
ORD000210,not_a_time,P0296,S017,1,1595.4,20.0,Paid,N
ORD000211,2024-06-28 00:00:00,P0275,S014,5,3586.99,13.0,Paid,N
ORD000212,2024-07-25 00:00:00,P0248,S009,5,624.31,8.0,Failed,N
ORD000213,2024-07-15 00:00:00,P0083,S004,4,299.06,39.0,Paid,N
ORD000214,not_a_time,P0075,S016,4,3163.68,23.0,Paid,Y
ORD000215,2024-07-21 00:00:00,P0267,S010,5,2648.24,11.0,Paid,N
ORD000216,2024-06-18 00:00:00,P0266,S010,5,1538.05,39.0,Paid,Y
ORD000217,2024-09-10 00:00:00,P0045,S009,3,1883.14,12.0,Paid,N
ORD000218,2024-08-30 00:00:00,P0287,S012,3,2476.64,29.0,Failed,N
ORD000219,2024-07-20 00:00:00,P0287,S003,3,2476.64,16.0,Failed,N
ORD000220,2024-06-14 00:00:00,P0194,S016,3,538.93,29.0,Failed,N
ORD000221,2024-08-08 00:00:00,P0113,S008,4,3540.88,0.0,Paid,N
ORD000222,2024-07-21 00:00:00,P0176,S003,2,1642.56,36.0,Paid,N
ORD000223,2024-05-17 00:00:00,P0103,S008,3,164.8,15.0,Paid,N
ORD000224,2024-08-26 00:00:00,P0253,S001,5,1964.12,23.0,Paid,N
ORD000225,2024-05-19 00:00:00,P0141,S016,5,1836.19,36.0,Paid,N
ORD000226,2024-05-13 00:00:00,P0258,S012,2,2034.81,33.0,Paid,N
ORD000227,2024-08-15 00:00:00,P0052,S011,3,3969.19,17.0,Paid,N
ORD000228,2024-07-09 00:00:00,P0215,S012,4,744.0,8.0,Refunded,N
ORD000229,2024-06-10 00:00:00,P0121,S018,4,2877.82,9.0,Paid,Y
ORD000230,2024-08-24 00:00:00,P0265,S018,4,1515.31,36.0,Paid,N
ORD000231,2024-08-14 00:00:00,P0244,S004,3,2511.39,35.0,Failed,N
ORD000232,2024-08-26 00:00:00,P0102,S018,3,3576.52,31.0,Paid,N
ORD000233,2024-06-24 00:00:00,P0075,S006,3,3163.68,25.0,Paid,N
ORD000234,2024-08-12 00:00:00,P0150,S009,4,411.52,23.0,Paid,N
ORD000235,2024-08-20 00:00:00,P0012,S005,3,1347.13,5.0,Paid,N
ORD000236,2024-05-14 00:00:00,P0281,S002,4,2183.91,6.0,Paid,N
ORD000237,2024-05-20 00:00:00,P0118,S008,4,2324.52,10.0,Paid,N
ORD000238,2024-07-31 00:00:00,P0240,S018,5,3835.65,34.0,Paid,N
ORD000239,2024-06-21 00:00:00,P0223,S017,5,2140.99,34.0,Paid,N
ORD000240,2024-07-20 00:00:00,P0156,S001,50,1246.62,0.0,Paid,N
ORD000241,invalid,P0150,S008,5,411.52,35.0,Paid,N
ORD000242,2024-06-20 00:00:00,P0194,S008,4,538.93,39.0,Paid,N
ORD000243,2024-06-07 00:00:00,P0138,S014,1,628.57,40.0,Paid,N
ORD000244,2024-07-10 00:00:00,P0010,S005,5,1117.91,18.0,Paid,N
ORD000245,2024-08-12 00:00:00,P0008,S016,4,961.59,23.0,Paid,N
ORD000246,2024-05-26 00:00:00,P0075,S002,4,3163.68,12.0,Failed,N
ORD000247,2024-09-09 00:00:00,P0128,S013,4,775.96,12.0,Paid,N
ORD000248,2024-08-15 00:00:00,P0160,S011,1,3152.96,7.0,Paid,N
ORD000249,2024-05-20 00:00:00,P0112,S004,4,232.06,17.0,Paid,N
ORD000250,2024-09-05 00:00:00,P0244,S005,1,2511.39,39.0,Paid,N
ORD000251,2024-09-03 00:00:00,P0079,S018,2,3024.62,35.0,Paid,N
ORD000252,2024-07-16 00:00:00,P0011,S013,2,2966.51,28.0,Paid,N
ORD000253,2024-06-30 00:00:00,P0179,S011,3,913.81,35.0,Paid,N
ORD000254,2024-05-29 00:00:00,P0188,S015,75,4028.51,39.0,Failed,N
ORD000255,2024-06-10 00:00:00,P0276,S013,4,1693.18,18.0,Paid,N
ORD000256,2024-07-06 00:00:00,P0023,S005,1,1346.62,6.0,Paid,N
ORD000257,2024-07-10 00:00:00,P0132,S002,5,3527.47,,Failed,N
ORD000258,2024-05-27 00:00:00,P0032,S012,4,1744.31,3.0,Paid,N
ORD000259,2024-09-01 00:00:00,P0040,S007,1,1304.42,24.0,Paid,N
ORD000260,2024-06-22 00:00:00,P0286,S018,1,341.89,29.0,Paid,N
ORD000261,2024-06-01 00:00:00,P0206,S017,2,3106.64,22.0,Failed,N
ORD000262,2024-05-25 00:00:00,P0221,S011,5,2470.02,35.0,Failed,N
ORD000263,2024-07-15 00:00:00,P0001,S002,5,3016.2,19.0,Paid,N
ORD000264,2024-08-01 00:00:00,P0142,S018,5,3781.41,2.0,Paid,N
ORD000265,2024-05-20 00:00:00,P0120,S009,1,60.7,13.0,Paid,N
ORD000266,2024-08-19 00:00:00,P0296,S004,3,1595.4,24.0,Paid,N
ORD000267,2024-07-28 00:00:00,P0223,S014,1,2140.99,38.0,Failed,N
ORD000268,2024-09-04 00:00:00,P0022,S011,2,1545.66,9.0,Paid,N
ORD000269,2024-07-15 00:00:00,P0295,S017,4,1513.75,8.0,Paid,N
ORD000270,2024-07-02 00:00:00,P0044,S013,2,1112.46,12.0,Paid,N
ORD000271,2024-06-24 00:00:00,P0269,S008,3,4035.46,36.0,Paid,N
ORD000272,2024-07-28 00:00:00,P0177,S001,2,2701.07,28.0,Paid,N
ORD000273,2024-08-12 00:00:00,P0192,S005,1,3741.94,39.0,Failed,N
ORD000274,2024-09-09 00:00:00,P0057,S010,1,149.15,13.0,Paid,N
ORD000275,2024-07-11 00:00:00,P0073,S001,5,3448.95,18.0,Paid,N
ORD000276,2024-07-13 00:00:00,P0005,S003,3,458.84,23.0,Failed,Y
ORD000277,2024-06-19 00:00:00,P0195,S017,1,2451.64,38.0,Paid,N
ORD000278,2024-07-14 00:00:00,P0012,S002,5,1347.13,10.0,Paid,N
ORD000279,2024-08-03 00:00:00,P0257,S009,3,1797.81,1.0,Failed,N
ORD000280,2024-07-29 00:00:00,P0071,S003,5,2111.81,40.0,Paid,N
ORD000281,2024-07-18 00:00:00,P0169,S015,2,2749.35,12.0,Failed,N
ORD000282,2024-07-05 00:00:00,P0221,S005,5,2470.02,35.0,Paid,N
ORD000283,2024-05-26 00:00:00,P0016,S011,4,927.28,40.0,Failed,N
ORD000284,2024-08-28 00:00:00,P0014,S009,5,2671.75,1.0,Paid,N
ORD000285,2024-07-08 00:00:00,P0241,S012,4,263.03,12.0,Paid,N
ORD000286,2024-05-15 00:00:00,P0212,S008,2,3532.1,28.0,Failed,N
ORD000287,2024-07-14 00:00:00,P0219,S013,5,3376.79,20.0,Paid,N
ORD000288,2024-07-04 00:00:00,P0020,S017,4,1224.0,15.0,Paid,N
ORD000289,2024-07-01 00:00:00,P0026,S007,4,2160.7,18.0,Paid,N
ORD000290,2024-09-04 00:00:00,P0073,S015,4,3448.95,11.0,Paid,N
ORD000291,2024-08-24 00:00:00,P0166,S015,4,1923.33,12.0,Failed,N
ORD000292,2024-06-19 00:00:00,P0084,S004,4,1571.52,24.0,Paid,N
ORD000293,2024-08-21 00:00:00,P0195,S002,3,2451.64,9.0,Paid,N
ORD000294,2024-09-04 00:00:00,P0159,S015,2,82.39,12.0,Paid,N
ORD000295,2024-07-09 00:00:00,P0279,S001,4,708.63,30.0,Paid,N
ORD000296,2024-09-10 00:00:00,P0281,S009,5,2183.91,11.0,Paid,N
ORD000297,2024-05-24 00:00:00,P0296,S010,1,1595.4,11.0,Paid,N
ORD000298,2024-06-13 00:00:00,P0288,S006,5,573.06,19.0,Paid,N
ORD000299,2024-06-05 00:00:00,P0282,S003,2,2684.93,21.0,Paid,N
ORD000300,2024-06-24 00:00:00,P0293,S017,4,1461.58,18.0,Paid,N
ORD000301,2024-06-29 00:00:00,P0182,S005,4,1345.09,31.0,Paid,N
ORD000302,2024-08-04 00:00:00,P0001,S004,1,3016.2,39.0,Refunded,N
ORD000303,2024-07-01 00:00:00,P0109,S001,3,972.15,19.0,Paid,N
ORD000304,2024-06-15 00:00:00,P0203,S001,2,1746.06,30.0,Failed,N
ORD000305,2024-07-11 00:00:00,P0236,S018,4,1521.36,3.0,Paid,N
ORD000306,2024-08-01 00:00:00,P0010,S007,3,1117.91,22.0,Paid,N
ORD000307,2024-07-29 00:00:00,P0274,S006,4,1493.59,19.0,Paid,N
ORD000308,2024-07-20 00:00:00,P0122,S012,3,2409.16,7.0,Paid,Y
ORD000309,2024-08-30 00:00:00,P0013,S016,2,1120.96,33.0,Paid,N
ORD000310,2024-08-29 00:00:00,P0265,S005,1,1515.31,33.0,Paid,N
ORD000311,2024-05-25 00:00:00,P0045,S011,1,1883.14,19.0,Paid,N
ORD000312,2024-08-15 00:00:00,P0099,S010,3,3339.32,17.0,Paid,N
ORD000313,2024-06-23 00:00:00,P0053,S007,5,350.98,18.0,Paid,N
ORD000314,2024-05-19 00:00:00,P0228,S002,4,2730.47,24.0,Paid,N
ORD000315,2024-06-26 00:00:00,P0229,S012,2,2731.82,34.0,Paid,N
ORD000316,2024-06-30 00:00:00,P0240,S004,4,3835.65,9.0,Failed,N
ORD000317,2024-07-22 00:00:00,P0170,S011,1,935.47,30.0,Paid,N
ORD000318,2024-06-25 00:00:00,P0261,S004,1,2809.06,19.0,Paid,N
ORD000319,2024-06-23 00:00:00,P0082,S016,3,661.22,27.0,Paid,N
ORD000320,2024-07-03 00:00:00,P0089,S003,5,251.14,38.0,Paid,N
ORD000321,2024-08-19 00:00:00,P0208,S003,5,1638.28,31.0,Paid,N
ORD000322,2024-08-24 00:00:00,P0001,S005,4,3016.2,36.0,Paid,N
ORD000323,2024-08-03 00:00:00,P0156,S014,3,1246.62,39.0,Refunded,N
ORD000324,2024-08-04 00:00:00,P0282,S002,75,2684.93,1.0,Paid,N
ORD000325,2024-08-01 00:00:00,P0208,S013,2,1638.28,12.0,Paid,N
ORD000326,2024-07-19 00:00:00,P0065,S005,1,1775.19,27.0,Refunded,N
